SG1 [strain],SG2 [strain],SG3 [strain]
0,0,0
0.893567005894511,0.615161144782633,0.428376103693154
0.895291040248594,0.576194011455755,0.502816081299898
0.895291040248594,0.483538827768371,0.461268186820234
0.897877091780174,0.580523692936822,0.286420797559003
0.745300051414688,0.650664532924566,0.432704009366716
0.796159064869244,0.710414137358384,0.541767232372877
1.06597044133605,0.754576888461997,0.601492330683868
1.0064912561088,0.496527872210208,0.527917934214202
0.883222799767736,0.703486646989404,0.585911870255586
1.16768846824652,0.638541424778396,0.303732420257802
0.790124944629042,-0.0195701602924601,0.654292779917341
-0.14774974417378,-0.115689089165244,0.456074700012323
-0.0382735626690192,-0.229992680256601,0.829140169180391
0.328945754822598,-0.168511203230082,0.81355970875029
0.880636748236157,0.519908152206426,0.875015969332708
0.459110348580907,0.412532051484504,0.609282560899373
-0.177058328199109,-0.761677566091294,0.492429107680437
-0.208952963756019,-0.596283733526889,0.592836519334924
-0.288258544059318,-1.06475526974282,0.152255721639449
-0.238261547781349,-0.764275374979661,0.488966783139404
-0.509796958602237,-1.127102683065,0.00337576642687054
-0.281362406641165,-0.977295703831714,0.338355665657218
-0.174472276667984,-0.553852855015975,0.807500640806211
-0.21498708399622,-0.992882557162375,0.202459427468057
-0.377046313311894,-0.955647296427742,0.404139831914108
-0.117579142971863,-0.752152266833946,0.673335564887566
-0.186540517148387,-0.953915423835497,0.348742639276679
-0.331359402920043,-0.948719806058762,0.469058417036649
-0.27619030357755,-0.885506456439543,0.471655160440605
-0.275328286401418,-0.940060443097082,0.53484258329263
-0.333945454451168,-0.919277971990141,0.430972847098019
-0.24688171955313,-0.83961183274414,0.444822145257604
-0.322739231147352,-0.792851272751705,0.591105357065317
-0.367564124362616,-0.775532546829254,0.573793734365609
-0.273604252046425,-0.554718791311643,0.513203054919359
-0.166714122072335,-0.760811629795171,0.327103110902499
-0.24170961648997,-0.680279554253048,0.413661224398311
-0.314119059375571,-0.748688521648546,0.280361729614015
-0.229641376009113,-0.795449081641436,0.308925907069352
-0.262398028742609,-0.791119400160369,0.385962628080051
-0.265846097451686,-0.682877363141415,0.412795643263053
-0.258087942856491,-0.921009844582386,0.513203054919359
-0.267570131805769,-0.680279554253048,0.413661224398311
-0.341703609045453,-0.804974380898329,0.286420797559003
-0.209814980933061,-0.752152266833946,0.469923998170998
-0.33739352315979,-0.862992112740358,0.442225401852738
