SG1 [strain],SG2 [strain],SG3 [strain]
0,0,0
-0.033015257887655,-0.0607887279888928,0.125249590228123
-0.0174989486972663,-0.0252853398478692,0.031766827652973
0.0583585628974106,-0.0988899250196482,0.177184458326337
0.0333600647581989,-0.0287490850323593,0.261145828416375
-0.0847362885192524,-0.105817415389538,0.270667220902396
-0.176110109303409,0.0535148631020093,0.0837016957493688
-0.184730281075645,-0.000173187259406404,0.204883054644597
-0.0450834983680579,0.0015586853323839,0.261145828416375
-0.0959425118235231,-0.0313468939211816,0.251624435932172
-0.027843154823131,-0.0564590465087349,0.264608152956498
-0.108010752303926,-0.0400062568819521,0.30182814176078
0.0118096353280635,0.00588836681345128,0.193630499889878
-0.0649098934432004,0.0405258186592619,0.275860707711217
-0.0993905805321447,-0.125733950200356,0.2144044471288
-0.0519796357853011,-0.0391403205853749,0.330392319213388
0.0049134979099108,0.0119499208867637,0.220463515073789
-0.108010752303926,-0.00363693244435126,0.314811858785106
-0.170938006240704,-0.138722994643103,0.397042066606446
0.0281879616950391,-0.136125185754281,0.314811858785106
-0.0174989486972663,0.0223411564406888,0.483600180101348
-0.0554277044939226,0.11413040383195,0.273263964306352
-0.0985285633546482,0.0976776142051676,0.360687658938332
0.015257704036685,-0.0218215946629243,0.368477889152928
-0.0424974468369328,-0.00710067762838662,0.339048130564152
-0.192488435670384,0.00415649422211573,0.191033756485922
-0.0588757732034537,0.0855545060589975,0.500046221666707
-0.0545656873173357,0.0223411564406888,0.436858798813773
-0.237313328885193,0.0777610793938948,0.359822077803074
0.00146542920128923,0.0673698438399697,0.386655092986985
-0.0968045290005648,0.069967652728792,0.434262055408908
-0.1183549584307,-0.045201874659142,0.337316968293635
-0.10456268359485,-0.0893646257623004,0.359822077803074
-0.215762899455058,-0.132661440569791,0.452439259242965
-0.127837147379978,-0.0884986894666326,0.526879236849709
-0.157145731404853,0.0665039075433924,0.538997372739686
-0.245071483480388,0.0275367742169692,0.563233644518732
-0.0287051720006275,0.0708335890244598,0.555443414304136
-0.12094100996228,0.0890182512434876,0.416950432711019
-0.0640478762666135,0.0639060986554796,0.480137855563044
-0.106286717949843,0.134046938643678,0.388386255256592
-0.0881843572283287,-0.00623474133226409,0.329526738079039
-0.193350452848335,0.0361961371786492,0.395310904336839
-0.0778401511020093,0.0976776142051676,0.451573678109526
-0.176972126480905,0.130583193458733,0.441186704489155
-0.103700666418263,0.0353302008825267,0.419547176114975
-0.105424700772801,0.154829409750619,0.43858996108429
-0.222659036872756,0.0145477297751313,0.35116626645322
-0.158869765759391,0.00242462162850643,0.573620618138193
-0.23817534606269,0.0292686468092143,0.584007591757654
-0.126113113024985,0.10373916827848,0.612571769212082
-0.374374060061655,0.137510683827713,0.470616463077022
-0.357995733694679,0.159159091231231,0.531207142525091
-0.237313328885193,0.0976776142051676,0.50437412734118
-0.197660538733999,0.0682357801360922,0.538131791605338
-0.265759895733481,0.00588836681345128,0.54245969727981
-0.401958609732446,0.127119448273788,0.57015829359807
-0.358857750872176,0.0370620734747718,0.444649029030188
-0.282138222100912,-0.045201874659142,0.548518765223889
-0.308860754594207,0.0968116779090451,0.567561550193204
-0.210590796391898,0.111532594943583,0.480137855563044
-0.43040517658028,0.0855545060589975,0.521685750040888
-0.220072985341631,0.182539371226994,0.519954587771281
-0.200246590265579,0.045721436435997,0.551981089764013
-0.227831139935915,0.069967652728792,0.513895519825383
-0.392476420783169,0.0509170542127322,0.605647120132744
-0.339031355796124,0.0405258186592619,0.538131791605338
-0.308860754594207,0.0907501238366422,0.635076878719701
-0.245933500657429,0.0716995253210371,0.64632943347533
-0.316618909188037,0.168684390489489,0.561502482249125
-0.336445304264544,0.224104313442695,0.663641056175038
-0.311446806125332,0.0881523149469103,0.525148074580102
-0.339893372973165,0.190332797893007,0.545922021819024
-0.33730732144204,0.0898841875396101,0.582276429488047
-0.28127620492296,0.191198734188674,0.585738754027261
-0.367477922643957,0.0794929519861398,0.642001527799948
-0.271794015973683,0.223238377146572,0.656716407094791
-0.349375561922443,0.111532594943583,0.67402802979359
-0.25455367243012,0.069967652728792,0.515626682095899
-0.360581785226259,0.232763676404829,0.76145172442466
-0.311446806125332,0.0552467356942543,0.620361999426677
-0.217486933809596,0.102873231982358,0.602184795592621
-0.328687149669804,0.0829566971706299,0.506970870746954
-0.32351504660619,0.0881523149469103,0.574486199273451
-0.316618909188037,0.163488772712299,0.541594116144552
-0.280414187745919,0.0387939460670168,0.747602426265985
-0.28386225645454,0.186869052707607,0.564964806789249
-0.747627497792564,1.50395815914771,0.309618371974466
-3.52418482558232,10.1979585724616,-2.33732873873669
-7.35929924698348,21.6040714653086,-5.89400162229322
-12.6391544573867,36.9294120345153,-10.7542396951012
-16.534610081193,48.2766412592237,-14.2563809671556
-19.9413019655217,58.0686488960519,-17.0011387461182
-22.561834184236,65.1277615822414,-19.0655497530006
-25.6883704859715,73.9395293318321,-21.4156025344209
-27.9890943319419,78.7541351384084,-21.8899409963797
-30.944089215413,84.2242547211681,-21.0771603106496
-34.0680394656174,87.3459550687776,-17.7853552543929
-37.180783492518,90.459861989722,-14.0270019663894
-39.4711631323617,92.3155634723639,-11.171449802152
-41.9960114444057,94.0595591728038,-7.33000072519371
-44.3165616854512,94.9913066274576,-3.71966181127118
-46.5362559167638,96.3949893635122,0.158141673357022
-48.6525080868114,97.7778896284581,3.34867373682482
-50.5998048901256,98.6611446505281,6.35743376195023
-51.955757909875,99.5816349333322,8.52138659935372
-53.3746381835604,100.759308296092,10.3694023224962
-54.3349253189708,101.64516112705,11.5656354510129
-55.1633238262684,102.02963684254,13.0985796410305
-56.3692858571831,102.692078109091,14.9699660548149
-57.3881901606446,103.448040495628,17.1261286620047
-58.5484652811674,104.000507852569,18.8486351205775
-59.8613174420557,105.202427431622,20.4681374240909
-60.8638434191498,105.902103958908,22.0201243990759
-61.7939599533574,106.530773709911,23.4985369775904
-62.4801256264163,106.984524329091,24.3485376521212
-63.308524133713,107.887695885973,25.5447707806388
-64.2265724274407,108.806454296185,26.5419202481144
-65.3644351013568,110.008373875236,27.9199254149735
-66.3548928379691,110.967831291367,29.0988469207905
-67.2031177403414,112.069302260066,30.0795503467007
