0.426267494,-0.073431398,0.28815196
0.427991528,-0.166952518,0.401543089
0.278862557,-0.045721436,0.415392387
0.355582086,0.005368805,0.490697945
0.365064275,-0.008486176,0.273437081
0.417647322,-0.02147522,0.291614284
0.274552471,0.076375581,0.536573746
0.465920284,-0.002424622,0.314984975
0.200418994,0.00883255,0.395484021
0.073702469,0.70331346,0.193803616
-2.025309358,6.884366742,-1.707878137
-6.048343524,18.8741207,-5.145100824
-9.791222107,30.8768637,-9.104268936
-12.22383458,42.12451025,-13.72214429
-14.21854233,50.85487999,-17.24159719
-14.63920671,59.5488804,-21.14623369
-11.13941697,65.4632253,-25.45336541
-5.855251676,69.15297986,-29.69471297
0.187488736,72.76653203,-34.47877991
6.342291381,77.81234282,-39.74064763
11.20751633,82.31694344,-44.58963314
16.33393248,87.28222216,-49.03266111
20.41644583,91.66992137,-52.64040328
25.77560662,96.23427159,-56.78826808
31.20114274,99.58717693,-60.28781261
35.43278506,102.2317464,-61.50914759
38.69896815,104.2268636,-60.60201856
41.50828213,106.4705045,-58.80853445
43.60125983,107.660301,-56.45934725
45.58045127,108.2482718,-53.18398823
46.28213325,108.3305357,-48.5098501
47.03467425,108.2067068,-42.10628087
47.19931953,108.0646933,-36.23937194
47.34413842,107.4135092,-29.79165806
47.06570687,107.1234205,-23.83299753
46.49246544,106.5692213,-17.70035519
46.08904141,106.1414488,-13.56287736
45.59941565,106.3709219,-8.900857369
45.44166651,106.6991117,-5.532881173
45.51579998,107.0342291,-2.853041979
45.70630578,107.5312765,-0.887307221
46.03387231,107.8204992,0.99013826
46.17093304,108.0187986,2.168194185
46.61659592,108.4179953,3.904549942
47.2631088,109.1956061,5.273033716
48.10874765,109.7619284,6.87782114
48.82335989,110.4512137,7.436986553
49.77761291,110.9976195,8.360561624
50.18189896,111.3509215,9.193250676
50.34568223,111.7137488,10.5825084
50.39740326,112.2939261,12.25048324
50.48791506,113.4854545,14.10282687
50.72927987,114.0777549,15.09045495
51.38441292,114.6484069,16.07721744
51.81886958,114.9887199,16.52731963
51.90248525,115.6355743,17.45522261
52.06282044,116.0001335,18.30868561
52.64123397,117.0522461,19.45298387
53.04465801,117.4401855,20.4795631
53.56014428,117.8506393,21.03959409
54.04632197,117.9718704,21.70695714
54.18165866,118.4472695,23.40349617
54.40147305,118.7997055,24.75986181
54.77386447,119.2950211,25.76999499
55.26952434,119.5998307,26.65461891
55.77208036,120.1315156,27.64570931
56.03844366,120.2899819,29.56470269
56.30997908,121.2615624,30.67524328
56.85477393,122.0036698,31.19805429
57.43491149,122.6886254,32.00996939
57.71420506,123.2809259,32.69464407
58.26503403,123.9026681,33.06165047
58.67880228,124.3953859,33.9826288
59.5580598,125.0829393,34.81704901
60.30370466,125.5332262,35.21608192
61.00021454,126.0605814,35.74841432
61.60276454,126.6069872,36.1621621
62.17428193,127.016575,36.29805834
62.42943902,127.724045,37.13767204
62.71821477,128.1552813,38.46720466
62.78114202,128.5761263,40.00188001
63.33369504,128.8731425,41.05442667
63.65264139,129.4316714,41.87499759
63.58626607,129.7893031,42.46359276
63.39145019,130.5140917,43.93594627
63.63109096,131.2206958,45.47494953
64.00865449,131.815594,46.52489945
64.39742423,132.4996837,47.05030719
64.89653218,133.5197566,47.49348474
65.03359291,134.2099079,47.81980882
65.00514634,135.3035854,48.91996245
65.17065364,135.9374508,49.93528912
65.48528991,136.7263187,51.09863016
65.72320665,137.3471951,51.77032112
66.18524786,137.7576489,52.33987351
66.37747769,138.0858387,52.88865195
66.42575065,138.462521,54.11431484
66.85589722,139.0210499,54.97210574
67.38862384,139.7449727,55.67409204
67.86962942,140.0567097,56.28432674
68.23426269,140.5113263,57.05815628
68.79284982,140.4792866,57.74109979
68.96525325,140.5684781,59.19008261
69.0781775,140.9650769,59.90418705
69.82209833,141.6950612,60.48585757
70.37206529,142.0405698,61.30383174
70.75307688,142.4744039,61.80673438
71.26252903,142.4276433,62.4438021
71.52630629,142.5350194,63.69802916
71.79180758,142.7454419,65.21019941
72.30643183,143.0225415,66.50857111
72.91673999,143.4572416,66.87471193
73.33999043,143.7005697,67.70913214
73.69083142,143.6382222,68.07873529
73.84685653,143.9413,69.71728038
74.27269301,144.4530683,70.75944006
74.67008293,144.9977422,71.69773001
75.05885268,145.326798,72.31662052
75.70191749,145.8195158,72.35470609
76.14154625,146.0368658,72.59274091
76.22343789,146.7928282,73.74742614
76.66134261,147.2942053,74.56799706
77.22337781,148.0276533,75.40674518
77.78024091,148.684899,75.55475955
78.13539199,149.0641791,75.92003479
78.59226109,149.0399329,76.31214304
78.85776238,149.9119307,77.41229667
78.97844478,150.397721,78.44493496
79.51548149,151.0333182,79.2871454
80.02924372,151.3441893,79.77013968
80.37749866,151.7676322,80.20379583
80.91798343,151.9304282,80.64437662
81.1369358,152.1183364,81.88302323
81.46450232,152.6552169,83.03078381
81.96447229,153.2553108,83.6643892
82.44892594,153.7947891,84.01062166
82.70408302,154.48927,84.3663755
83.04199376,154.7213409,84.51006197
82.98854869,155.4669121,85.73053137
83.23680964,156.2064216,86.28104097
83.7617781,156.785733,87.0185161
84.08417253,157.4776161,87.60018662
84.48501051,157.8343819,87.7663782
84.80481889,158.2907303,88.28572688
84.94963777,158.4699791,88.88644019
84.76689013,158.8224152,90.00303986
84.90395086,159.9464005,90.74311173
85.10135279,160.7811631,91.22524042
84.97291223,161.6185235,91.67793935
84.98153241,162.3277253,92.18343873
85.02290923,162.5242929,92.88888736
84.74964979,162.9070367,94.20024278
84.72120322,163.474225,95.76781021
84.90395086,164.1089563,96.97356474
85.14876374,164.6925974,97.77595845
85.34788971,165.2667131,98.41735407
85.28065237,165.5455446,99.03364784
85.22031116,166.1066713,100.7362459
85.0513558,166.7621851,102.5245366
85.37806031,167.2852106,103.6402706
85.34530366,167.8792429,104.3405258
85.74183156,168.7269946,105.0208725
85.73665945,169.4448557,105.2563106
85.44702168,170.1228839,106.1270852
85.68235237,171.2572604,107.3544793
85.81768907,172.160432,108.2815167
86.3814483,172.8921481,108.8251016
86.81762899,173.913953,109.0873727
86.98399831,174.1668064,109.3340633
87.20812278,174.675111,109.6318233
87.31932299,174.9972393,110.8479647
87.59172042,175.8207447,112.0139025
87.53137922,176.5273487,112.984219
