F1 [lbf],F2 [lbf],F3 [lbf]
34.6666666666667,34.6666666666667,34.6666666666667
34.6666666666667,34.6666666666667,34.6666666666667
36,36,36
36,36,36
37.3333333333333,37.3333333333333,37.3333333333333
37.3333333333333,37.3333333333333,37.3333333333333
38.6666666666667,38.6666666666667,38.6666666666667
38.6666666666667,38.6666666666667,38.6666666666667
40,40,40
40,40,40
41.3333333333333,41.3333333333333,41.3333333333333
41.3333333333333,41.3333333333333,41.3333333333333
42.6666666666667,42.6666666666667,42.6666666666667
42.6666666666667,42.6666666666667,42.6666666666667
44,44,44
45.3333333333334,45.3333333333334,45.3333333333334
46.6666666666667,46.6666666666667,46.6666666666667
46.6666666666667,46.6666666666667,46.6666666666667
48,48,48
48,48,48
49.3333333333334,49.3333333333334,49.3333333333334
49.3333333333334,49.3333333333334,49.3333333333334
50.6666666666667,50.6666666666667,50.6666666666667
50.6666666666667,50.6666666666667,50.6666666666667
52,52,52
52,52,52
53.3333333333334,53.3333333333334,53.3333333333334
53.3333333333334,53.3333333333334,53.3333333333334
54.6666666666667,54.6666666666667,54.6666666666667
54.6666666666667,54.6666666666667,54.6666666666667
56,56,56
56,56,56
57.3333333333334,57.3333333333334,57.3333333333334
57.3333333333334,57.3333333333334,57.3333333333334
58.6666666666667,58.6666666666667,58.6666666666667
58.6666666666667,58.6666666666667,58.6666666666667
60,60,60
60,60,60
61.3333333333334,61.3333333333334,61.3333333333334
61.3333333333334,61.3333333333334,61.3333333333334
62.6666666666667,62.6666666666667,62.6666666666667
62.6666666666667,62.6666666666667,62.6666666666667
64,64,64
64,64,64
65.3333333333334,65.3333333333334,65.3333333333334
65.3333333333334,65.3333333333334,65.3333333333334
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
66.6666666666667,66.6666666666667,66.6666666666667
278.809523809524,278.809523809524,278.809523809524
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
-0.199149659864376,1749.13146258503,1749.13146258503
