F1 [lbf],F2 [lbf],F3 [lbf]
0,0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
0,-0,0
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
11.7106666666667,-0.00133333333333439,11.7106666666667
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
23.4213333333333,-0.00266666666666879,23.4213333333333
35.132,-0.00400000000000318,35.132
35.132,-0.00400000000000318,35.132
35.132,-0.00400000000000318,35.132
35.132,-0.00400000000000318,35.132
35.132,-0.00400000000000318,35.132
35.132,-0.00400000000000318,35.132
