PT1 [Psi],PT2 [Psi],PT3 [Psi]
0,0,0
-0.0741142839797968,-0.016534302101168,0.00177671228718691
-0.058160132829547,-0.0369121042521689,0.00558395290258743
-0.0619311140105151,-0.0196526134623532,-0.00859348596047546
-0.0505819110331783,-0.0249464908894815,0.00968126899344704
-0.0491315336558829,-0.0430399486712421,-0.0112404246740396
-0.0538815195665255,-0.0250552691927787,-0.00079770755751249
-0.0561296045013334,-0.0216831417905668,0.00362594344323859
-0.0539902978698226,-0.0220094767004583,0.00957249069014988
-0.0588853215181947,-0.0379998872851404,-0.000108778303297158
-0.059284175296951,-0.0152652218960345,-0.0166793398388975
-0.0493128308280448,-0.0431487269745392,0.00562021233701982
-0.0555857129848476,-0.0384712599327615,-0.0111316463707425
-0.051488396893988,-0.0187461276015435,-0.00554769346815505
-0.0498567223445306,-0.0221182550037554,-0.00170419341832214
-0.0741868028486616,-0.0382174438917348,0.00587402837804652
-0.0590666186903567,-0.02462015597959,0.00812211331285445
-0.0546429676896056,-0.0167155992733299,0.00482250477950733
-0.0498567223445306,-0.0230972597334298,0.00779577840296297
-0.0522135855826357,-0.0182384955194901,0.00253816041026701
-0.0503280949921516,-0.0377460712441137,0.00678051423885617
-0.0486964204426943,-0.0392689674902739,0.00344464627107666
-0.0555131941159828,-0.0243300805041309,-0.0137785850843066
-0.0528662554024187,-0.0261793116601826,-0.00612784441907322
-0.0713585669629355,-0.0213930663151077,-0.000253816041026701
-0.0603356988954902,-0.0402842316543808,0.00688929254215332
-0.0472097836309665,-0.0206316181920276,0.00765074066523343
-0.0534464063533368,-0.0343739438419019,0.00536639629599312
-0.0548242648617675,-0.01747704739641,-0.0107690520264186
-0.0533376280500397,-0.0363682127356831,-0.00522135855826357
-0.0526849582302567,-0.0223358116103497,-0.0134885096088476
-0.0519235101071766,-0.0281735805539639,0.00079770755751249
-0.0508357270742051,-0.0189999436425702,0.00714310858318003
-0.0686028499460742,-0.035135391964982,-0.0176583445685719
-0.0583776894361413,-0.0185648304293816,0.00427861326302154
-0.0541715950419846,-0.0293338824558002,0.00246564154140224
-0.0534101469189045,-0.0210304719707838,-0.0124732454447408
-0.0787917510215746,-0.0399578967444893,0.00213930663151077
-0.0535189252222016,-0.0240762644631042,-0.00398853778756245
-0.0476086374097227,-0.0171507124865185,0.00177671228718691
-0.0552956375093885,-0.023206038036727,-0.00725188688647718
