SG1 [strain],SG2 [strain],SG3 [strain]
0,0,0
-0.00120682404826766,0.00909233110974128,0.11451638415565
-0.00724094428824174,0.00995826740609118,0.0322861763343099
0.000517210306270499,0.0350704199940992,0.0573880292486137
0.0212056225593642,-0.0168857577746166,0.0573880292486137
0.00999939925577564,0.000432968148516011,0.111054059615526
-0.0115510301743598,0.0125560762944588,0.144811723879229
0.00568931336988499,0.0134220125901265,0.0504633801683667
-0.00551690993393095,-0.000432968148061263,0.14740846728364
-0.00551690993393095,0.0186176303673165,0.0539257047084902
0.0263777256225239,0.061914445174807,0.156929859768752
0.03499789739476,0.0731716170246273,0.119709870964925
-0.0141370817063944,-0.0160198214784941,0.176838225872871
0.0505142065844666,-0.0194835666629842,0.142214980473909
0.0668925329514423,-0.0142879488862491,0.048732217898305
0.0737886703689128,-0.0541210185090222,0.107591735075857
-0.0115510301743598,0.0740375533207498,0.164720089982893
-0.0201712019468232,0.0904903429477599,0.137887074799892
0.0212056225593642,0.055852891101722,0.124037776640307
0.0487901722301558,0.148508074789561,0.054791285842839
-0.00724094428824174,0.128591539978288,0.159526603174072
0.103959271571512,0.0264110570326466,0.127500101179976
0.0487901722301558,0.0653781903592972,0.0746996519474123
0.018619571027557,0.0705738081362597,0.182031712682601
0.0462041206983486,0.028142929625119,0.0565224481129007
0.0220676397366333,0.123395922201098,0.159526603174072
-0.00551690993393095,0.0870265977630424,0.110188478480723
0.030687811508642,0.0688419355440146,0.133559169124055
0.03499789739476,0.0272769933287691,0.164720089982893
0.0470661378756176,0.107809068870438,0.148274048419353
0.03499789739476,0.132055285162778,0.201940078786265
0.0987871685081245,0.190938953300929,0.130096844584841
0.0315498286859111,0.0930881518361275,0.131828006853993
0.0634444642425933,0.122529985904976,0.173375901333202
0.0401700004579197,0.0956859607244951,0.109322897345464
0.0548242924705846,0.135519030347041,0.0625815160574348
0.0660305157741732,0.0679759992476647,0.206267984461192
0.075512704723451,0.123395922201098,0.094608018051531
0.114303477698058,0.135519030347041,0.15000521068896
0.0901669967363432,0.151105883677701,0.194149848571669
0.0884429623815777,0.139848711828108,0.127500101179976
