SG1 [strain],SG2 [strain],SG3 [strain]
0,0,0
-0.000611616637343104,0.0685572130978471,0.132901436340944
-0.0110964732793946,0.0299334310707309,0.148619083212907
0.0325904293972599,-0.0420472536161469,0.189659605604902
0.133070305553701,0.0281778046150976,0.187039997792454
-0.07138439897426,-0.0552144520347611,0.0761432670751674
0.118216758643484,0.0589012675909544,0.179181174356017
0.0465702382530253,-0.118417004442563,0.315400780591517
0.0500651904676488,-0.104371992796587,0.319766793611961
-0.0844904697773927,-0.128072949949001,0.108451763425364
-0.0338136626714913,-0.144751401279336,0.144253070193372
-0.041677305153371,-0.0429250668444183,0.257769408723107
0.0273480010764615,-0.212343019827131,0.221968101955099
0.093752093144758,-0.114905751531751,0.272613852992436
-0.0198338538148164,-0.099105113429232,0.24030535664042
-0.14914708573815,-0.250966801853792,0.414072674851013
0.0483177143605644,-0.144751401279336,0.173068756127577
-0.00235909274488222,-0.0762819695037251,0.332864832673295
0.00987324000470835,-0.094716047289694,0.375651760273286
0.0465702382530253,-0.232532724068278,0.390496204541705
0.0107469780582505,-0.0868157282388893,0.362553721211953
-0.032066186564407,-0.142117961595432,0.32849881965285
-0.0215813299219008,-0.056092265262123,0.604430842539841
-0.215551177807356,-0.0876935414662512,0.465591628491893
0.0229793108078411,-0.056092265262123,0.43415633474433
-0.00672778301213839,-0.13597326900026,0.547672673274974
-0.00760152106568057,-0.182497370078636,0.43415633474433
0.0622975232172394,-0.0192241096910948,0.299683133717735
-0.0941015883654472,-0.0876935414662512,0.455986399846552
0.0439490240923988,-0.00166784513339735,0.468211236303432
0.036959119664516,-0.0525810123504016,0.448127576411025
0.0107469780582505,0.036078123666357,0.393989014957697
0.100741997573095,-0.0613591446299324,0.414945877456375
0.0177368824870427,-0.125439510266006,0.474323654532782
0.105110687840806,-0.0543366388064896,0.490914504010107
-0.0949753264189894,-0.114905751531751,0.44987398161993
-0.0408035671002835,-0.0297578684258042,0.508378556090975
-0.041677305153371,-0.0894491679223393,0.424551106100807
0.0325904293972599,-0.0876935414662512,0.572995548794097
-0.0853642078300254,-0.0139572303237401,0.525842608172752
0.0806460223416252,-0.101738553113137,0.600064829519397
0.0072520258440818,-0.0385360007048803,0.558151104523859
-0.0818692556163114,-0.183375183306453,0.50401254307144
0.00288333557682563,-0.119294817670379,0.589586398270512
-0.0381823529392022,-0.131584202860722,0.687385089927375
-0.0172126396546446,-0.0683816504524657,0.552038686294509
0.0911308789841314,-0.0271244287423542,0.719693586277572
-0.0434247812609101,-0.219365525650119,0.666428227430515
-0.160505680434198,-0.164941105520938,0.654203390972725
-0.0530358998498741,-0.207076140459321,0.638485744099853
-0.0477934715277115,-0.0613591446299324,0.702229534195794
-0.0110964732793946,-0.145629214507153,0.620148489414532
0.00463081168391,-0.259744934133323,0.665555024824243
0.0754035940199174,-0.206198327231505,0.593079208686504
0.0194843585932176,-0.171085798116565,0.653330188369182
0.112974330322231,-0.230777097612645,0.740650448775341
-0.000611616637343104,-0.0701372769085538,0.61316286858073
0.000262121416199079,-0.190397689129895,0.730172017526456
0.00637828779053962,-0.200931447863695,0.637612541494491
0.0124944541653349,-0.156162973241862,0.524096202964756
-0.0486672095817084,-0.141240148367615,0.628007312849149
0.0640449993247785,-0.237799603435178,0.700483128987798
0.0282217391286395,-0.116661377986929,0.744143259191333
0.0282217391286395,-0.331725618819746,0.745016461796695
0.0465702382530253,-0.235166163751728,0.850673976888174
0.00637828779053962,-0.313291541033777,0.921403387817918
-0.0364348768321179,-0.205320514003688,0.717073978465123
0.0186106205401302,-0.281690264830104,0.772958945127357
0.0998682595195532,-0.496754505662921,0.736284435754897
0.00812576389807873,-0.329092179135841,0.790422997207315
0.0290954771826364,-0.286079330970097,0.680399469094482
-0.139535967149641,-0.301002155843889,0.892587701883713
0.0290954771826364,-0.25272242830988,0.724932801902469
-0.0128439493869337,-0.311535914578599,0.739777246170888
0.0378328577180582,-0.25535586799333,0.796535415435756
-0.0242025440829821,-0.172841424571743,0.892587701883713
-0.00760152106568057,-0.448474778128912,0.739777246170888
-0.10546018306195,-0.36069345533997,0.85242038209617
0.0177368824870427,-0.294857463248263,0.807887049289093
0.0474439763070222,-0.293101836793085,0.924022995632185
-0.0460459954210819,-0.223754591789657,0.793915807624217
0.0649187373783207,-0.299246529388256,0.926642603442815
0.0072520258440818,-0.244822109259076,0.812253062310447
0.0684136895915799,-0.371227214075134,0.959824302398374
0.0745298559663752,-0.189519875901624,0.88560208105082
0.0858884506624236,-0.245699922486892,0.913544564381482
-0.0329399246179491,-0.331725618819746,0.835829532618845
-0.0783743034025974,-0.278179011918837,0.835829532618845
-0.0766268272950583,-0.2413108563469,0.914417766985935
0.0448227621468504,-0.264134000272406,1.0122164586428
-0.0137176874400211,-0.178986117166914,1.02880730812103
0.100741997573095,-0.278179011918837,0.96157070760637
-0.157884466273572,-0.384394412493293,0.867264826366409
-0.0932278503128146,-0.283445891285737,0.872504041990396
-0.014591425494018,-0.321191860085037,1.00785044562235
0.00550454973745218,-0.338748124643189,1.02706090291122
-0.0469197334755336,-0.408973182874433,0.950219073753942
-0.118566253865083,-0.279056825146199,0.906558943549499
-0.0993440166876098,-0.292224023564813,0.954585086773477
-0.0740056131344318,-0.277301198691021,0.959824302398374
-0.132546062721303,-0.37737190666985,1.13184521540097
-0.0757530892410614,-0.224632405017474,1.08905828780007
-0.0783743034025974,-0.240433043119538,1.04889096801435
-0.14128344325627,-0.410728809329612,0.945853060732588
0.0395803338255973,-0.405461929962712,1.12573279717253
-0.00760152106568057,-0.358937828884336,0.889968094072174
0.0360853816114286,-0.421262568064776,1.08032626176009
-0.0469197334755336,-0.365082521479508,0.956331491981473
-0.0582783281706725,-0.471297922053964,1.12660599977607
-0.0731318750808896,-0.47744261464959,1.04714456280544
-0.0163389016006477,-0.387027852176743,1.12573279717253
0.15054506662409,-0.365082521479508,1.10652233988276
0.0325904293972599,-0.427407260659947,0.993879203957476
0.0229793108078411,-0.305391221983427,0.945853060732588
-0.0032328307984244,-0.504654824713725,0.985147177916588
-0.0530358998498741,-0.48270949401649,0.937994237296152
-0.0355611387785757,-0.407217556417891,0.979034759687238
-0.0923541122588176,-0.523966715727511,1.11350796071474
-0.196328940629883,-0.488854186611661,1.05849619665878
0.0422015479862239,-0.518699836360611,1.13621122842051
-0.0425510432069132,-0.532744848006132,1.2523471747636
0.0159894063795036,-0.581902388768867,1.52391318463015
-0.765132413481751,-1.65459015324859,4.57662948847337
-2.11855265841041,-3.85175666265695,9.78964903479664
-4.05300870894052,-6.98818332590599,17.6982450198966
-4.33173114801821,-9.50750728994853,22.1873796074424
-3.00627052080335,-11.1665742906598,23.9984018082923
-1.1985064880364,-12.2339951757735,24.0481743567252
0.872252698845386,-13.2487472672142,23.5399704411539
2.38731448367798,-14.1985411797905,23.2823756729513
3.86742674636935,-14.719084423929,23.1496488771318
5.01464481066296,-15.2966855278805,22.9741351537141
6.16098913690257,-16.0770614874741,22.947065872987
7.2016111586654,-16.5265018601535,22.7619469209239
7.95477336081331,-17.3305787769,23.2596724052464
8.35057669906519,-18.0012280830078,24.0184854681866
9.22169353844174,-18.7526362060817,24.8087338248733
9.99320423971449,-20.022831946837,25.7482998268579
10.8983968631787,-20.8822110969409,26.647698509054
11.8568875079081,-21.9733329392079,27.5165351001087
12.8695499119572,-22.8722136845668,28.2500252875307
13.7703738451532,-23.6850687335918,28.6307416229074
14.6152785429235,-24.4759784519201,29.2384906353427
15.4278549327119,-25.2440650263243,29.6488958592572
15.9477290745667,-25.6838494534973,29.8645769024633
16.4789618111167,-26.1569907833295,30.1719442190979
16.9507803600263,-26.5836080120839,30.6731625138364
17.0110682857203,-26.850463233362,30.8495494398594
17.273189701782,-27.3315048822451,31.4861141382289
17.3352251035826,-27.8239581030916,32.3357402719939
17.1596037548215,-28.5042633547059,33.5171833953063
17.2644523212466,-29.1169769877724,34.8470709613111
17.2976543672808,-29.8271278891348,35.9804879413996
17.5772505444129,-30.613648541324,37.1287493657583
18.2369227748322,-31.4616161194654,37.8622395531802
19.0809537345494,-32.1208538536107,38.3817951026031
20.2744799156799,-33.0873262175164,38.4272016380155
21.5344101888795,-33.5762681854512,38.5127754932146
22.4273704795942,-34.3399656937154,38.5669140546679
23.4409066216963,-34.9561905796932,38.5878709171657
24.1547506114362,-35.4978013413011,38.82887483589
24.7820945338754,-35.9920101886037,38.9581088212917
25.4068172421539,-36.4124827247624,38.9476303900447
25.9520297875606,-36.9725275641558,39.5440277686257
26.4692827152544,-37.7327138195078,40.4128643596805
26.9743033101981,-38.7000639966427,41.266856506465
27.881243409769,-39.7630958156169,42.442187211549
28.740127916396,-40.7401019382578,43.024613348467
29.9109369081348,-41.7513427767863,43.6218839296534
30.9017558608457,-42.3043651103567,43.9301244488915
31.8882061232885,-43.4209435362322,44.3309244441616
32.788156318431,-43.9915221343604,44.5265218274744
33.4286063116738,-44.6033579542,44.8967597316014
34.0070209031146,-45.0255861168143,45.0015440440902
34.271763533337,-45.3951454857552,45.3019257398919
34.6037839936803,-45.6637563334903,45.4337793331079
34.6955264893018,-46.2887593517471,46.0974133122036
34.9541529531489,-46.7943797710118,47.0448381376245
34.9934711655574,-47.3948040188889,47.6779100255781
35.5072291410374,-48.226093145699,48.769413280671
36.0218608545706,-49.0301700624464,49.8085243795194
36.6789118708298,-49.6981859288708,50.4974812341334
37.6216752305959,-50.569854464165,51.0004459340807
38.625600254109,-51.1974909221053,51.1392851481278
39.5272979253587,-51.9234424615702,51.4938054053819
40.5399603294081,-52.7345418841396,51.7522733761889
