SG1 [microstrain],SG2 [microstrain],SG3 [microstrain]
0,0,0
0.0520747879904775,-0.167398982558097,0.0980606524390168
0.0660545968466977,0.0581990170089739,0.153945619100341
0.153428402200007,0.0274755540322076,0.0107403920310389
0.0433374074550557,0.0169417952979529,0.058766535255927
-0.188203176732259,0.125790635556768,0.0107403920310389
0.128089998648193,-0.0778620333135223,0.243885487319858
0.0957616906675867,0.0204530482101291,0.144340390455
0.0293575985983807,-0.0401160645146774,0.40193515865667
-0.0955869430576968,-0.0585501422997368,0.240392676902047
-0.0597636828624672,-0.0831289126813317,0.245631892527854
0.0774131915427461,-0.0980517375555792,0.250871108152751
-0.0877233005753624,-0.0813732862252436,0.200225357115414
0.0756657154352069,-0.179688367748895,0.246505095131397
0.0346000269196338,-0.171788048697636,0.181014899825641
-0.0440363978982532,-0.188466500027971,0.302390061791812
-0.0274353748818612,-0.123508321163172,0.315488100852235
0.0433374074550557,-0.292926274146339,0.227294637841624
0.176145591592103,-0.17442148838154,0.528549536247738
0.0223676941700433,-0.315749418072301,0.337318165954457
0.0826556198639992,-0.356128826554595,0.505846268541063
0.156049616361088,-0.379829783707464,0.476157380003315
0.00664040920628395,-0.206022764585668,0.422892021154439
3169.50104073187,-0.31223816515967,0.461312935734895
0.0477060977223118,-0.447421402254804,0.36264104147358
0.0372212410802604,-0.360517892694133,0.324220126894033
0.121100094219855,-0.243768733384513,0.502353458125981
0.0468323596692244,-0.349106320732062,0.401061956053127
0.0494535738298509,-0.363151332377583,0.445595288860204
0.04508488356214,-0.378951970480102,0.4202724133429
0.081781881810457,-0.198122445534409,0.291911630543837
0.0616859065794415,-0.173543675154178,0.284052807106491
0.15080718803938,-0.3965082350378,0.405427969074481
-0.0186979943455299,-0.235868414334618,0.398442348240678
-0.0344252793097439,-0.294681900602427,0.42900443938197
0.0546960021506493,-0.349984133958969,0.484016203439751
0.102751595095924,-0.385974476303545,0.478776987814854
-0.103450585539576,-0.436887643521004,0.522437118019297
-0.0248141607207799,-0.403530740860788,0.470918164379327
0.04508488356214,-0.527302405993396,0.478776987814854
0.105372809256096,-0.485167371054558,0.558238424787305
0.0529485260440197,-0.415820126051131,0.351289407621152
0.0442111455081431,-0.206022764585668,0.525056725830837
-0.0615111589695516,-0.294681900602427,0.496241039896631
0.0153777897417058,-0.432498577380557,0.542520777912614
0.0380949791333478,-0.467611106496861,0.442975681048665
0.0625596446329837,-0.380707596935736,0.561731235201478
0.0179990039023323,-0.26395843762657,0.557365222181943
-0.00996061381056279,-0.292048460919432,0.360021433661132
0.0276101224917511,-0.430742950925378,0.56260443780684
0.114110189791518,-0.338572561996898,0.642939077381016
-0.00297070938222532,-0.163009916419014,0.561731235201478
0.0590646924192697,-0.374562904340564,0.623728620093061
0.140322331397783,-0.326283176806555,0.497987445104627
0.00751414726028088,-0.321016297438746,0.581814895095704
0.016251527795248,-0.338572561996898,0.570463261243276
-0.0344252793097439,-0.392996982126533,0.631587443527678
0.0809081437573695,-0.378074157251831,0.628094633112596
-0.00996061381056279,-0.375440717567926,0.621982214884156
0.102751595095924,-0.342083814908619,0.582688097701066
-0.104324323593119,-0.29380408737461,0.671754763315221
-0.0431626598456205,-0.411431059912502,0.748596592475224
-0.209172890016816,-0.343839441364707,0.683106397169468
-0.0361727554168283,-0.39124135566999,0.777412278408519
-0.0824808722541093,-0.317505044527479,0.681359991960562
0.121100094219855,-0.45619953453388,0.718907703935656
-0.052773778433675,-0.445665775799625,0.671754763315221
-0.0143293040782737,-0.326283176806555,0.603644960197926
0.153428402200007,-0.422842631874573,0.699697246644973
0.0040191950456574,-0.483411744598925,0.757328618515203
0.081781881810457,-0.433376390609283,0.580941692492161
-0.0169505182389003,-0.387730102758724,0.733752148204985
0.170029425217308,-0.362273519149767,0.732878945601442
-0.0248141607207799,-0.533447098588567,0.794003127886754
-0.00034949522205352,-0.45619953453388,0.704063259667237
0.0538222640971071,-0.669508148910609,0.74423057945387
-0.0160767801853581,-0.479022678459387,0.712795285706306
-0.0650061111837203,-0.386852289530452,0.631587443527678
-0.107819275806833,-0.542225230867643,0.718034501332113
-0.0117080899181019,-0.579093386438672,0.775665873200523
0.0468323596692244,-0.554514616057531,0.737244958620977
0.0232414322231307,-0.795035440499305,0.619362607070798
0.0616859065794415,-0.574704320300043,0.849014891942716
-0.0475313501128767,-0.406164180543783,0.657783521651254
0.0197464800094167,-0.530813658905572,0.737244958620977
0.0214939561165011,-0.615961542010155,0.731132540393446
0.0844030959715383,-0.494823316560996,0.605391365405922
-0.0422889217916236,-0.616839355237971,0.723273716956101
0.0319788127585525,-0.560659308653157,0.652544306025447
0.0424636694015135,-0.584360265805572,0.733752148204985
-0.0230666846136955,-0.577337759983038,0.787890709658313
0.0599384304719024,-0.449177028711347,0.869971754440485
0.101004118988385,-0.549247736690631,0.92323711328936
-0.0283091129349486,-0.686186600241399,0.707556070083228
-0.0536475164872172,-0.509746141435244,0.884816198710723
-0.0309303270951204,-0.562414935108336,0.793129925281391
0.174398115485928,-0.422842631874573,0.747723389869861
0.0625596446329837,-0.531691472132479,0.784397899241412
-0.0291828509884908,-0.529935845677301,0.770426657576536
0.0232414322231307,-0.442154522888359,0.91101227683157
-0.0186979943455299,-0.525546779536853,0.932842341933792
-0.00646566159593931,-0.469366732952039,0.906646263812036
0.0249889083311245,-0.45356609485043,0.794876330490297
0.012756575581534,-0.321016297438746,0.726766527373002
-0.0326778032026596,-0.362273519149767,0.867352146628036
0.155175878308,-0.330672242945639,0.891801819542707
-0.030056589042033,-0.374562904340564,0.815833192988066
-0.0667535872908047,-0.388607915986995,0.79574953309384
0.0756657154352069,-0.486045184282375,0.858620120588057
0.0791606676498304,-0.351739760415512,0.800115546114284
0.167408211057136,-0.290292834462889,0.682233194564105
-0.0536475164872172,-0.42898732446929,0.725020122165006
0.0896455242923366,-0.559781495425341,0.73811816122543
-0.010834351864105,-0.430742950925378,0.782651494033416
-0.0125818279711893,-0.421964818646302,0.833297245068934
-0.0947132050041546,-0.337694748769081,0.791383520074305
0.0721707632210382,-0.420209192190669,0.612376986237905
0.0931404765069601,-0.372807277884476,0.83504365027693
0.0791606676498304,-0.342961628135981,0.993093321615561
-0.0615111589695516,-0.507112701751794,0.941574367974681
0.0249889083311245,-0.376318530795743,0.84726848673472
-0.0475313501128767,-0.332427869401727,1.03326064140219
-0.0475313501128767,-0.403530740860788,0.946813583598669
0.00314545699256996,-0.526424592765579,1.000952145052
-0.0414151837376266,-0.297315340285877,0.900533845583595
0.00664040920628395,-0.626495300744864,0.926729923705352
0.160418306628799,-0.429865137697561,0.79574953309384
0.283615372177337,-0.631762180111764,0.869971754440485
0.329923489015073,0.268874191701798,0.293658035750923
-0.994663400146237,8.89338915571625,-3.07690401597483
-4.22924167433848,22.6750568335824,-8.64095100913619
-6.34368776389692,35.6026122407116,-13.6906816684977
-7.39304716619517,46.1153034579165,-18.3457247508177
-8.13659824975502,53.4441660975658,-21.6918371296297
-8.57259353846939,58.7786370834501,-24.1752253356171
-8.41182573661899,62.3241247108954,-26.2962344609132
-7.81244143189269,65.1006479507105,-28.0470056820823
-6.75084969684576,66.6139979555924,-29.2223363871653
-5.90507126102239,67.3364382421455,-30.423863170372
-4.70455517546316,67.6919525994399,-30.8578448645976
-3.9662465202241,67.6006600237397,-31.5162396280684
-3.15541760654241,67.5102452612673,-31.7991572717892
-1.93830049796588,67.2504125458122,-32.3091075925686
-0.494885233523291,66.3989337147591,-32.721259221692
1.45704557807767,65.6036349302908,-33.2189847060126
3.34257229760942,64.7539117256938,-33.9708121481217
5.54876088278888,63.9735357661002,-34.619601682949
7.39933808017986,62.9552724217488,-35.2797428516296
9.19312230409059,62.4092725940009,-35.8089036296988
10.5430475968051,62.2038642986754,-36.5327885884763
11.5696898097094,62.0906263922775,-37.0776670134182
12.3612964862141,62.5435780178682,-37.5212539362874
12.7649634669483,63.0474428106768,-38.1910003336116
12.9737868617435,63.7707609104582,-38.5044800684755
12.8968979130327,64.9953103633634,-39.0266552257117
12.9501959342979,66.2628726644357,-39.9810656719646
13.0996051414527,68.0509782096474,-40.9092800400958
13.5469590248631,69.3624311721137,-41.7685114025053
14.1515857579111,70.3877170222886,-42.704584594072
14.9300863636117,71.311176538029,-43.5594499434619
15.8108143215768,71.5639867476607,-44.2938133334874
16.7859059893231,71.6394786852593,-44.6483335907415
17.7653663473379,71.4788388645557,-45.1478054802719
18.5194022875398,71.421781004743,-45.6245741020975
19.3712968897385,71.2795752618249,-46.0672878223622
20.1934843981162,71.1505367173249,-46.5134943530438
21.1345002817752,71.4130028724635,-47.0618655884027
22.0510514999351,72.0309833848978,-47.7927361680122
22.8513955569747,72.580494465557,-48.6336302757363
23.8605630088095,73.4793752109158,-49.4317374558605
24.6836242552408,74.4010791001997,-50.5319727369942
25.4691147653707,75.2709920090388,-51.4331178243983
26.3105245109264,76.1461717972443,-52.2329714097305
26.8941815306889,77.0529528616539,-53.1087936216172
27.2200858246579,77.7631037630167,-53.5008615908455
27.5984144018389,78.1238849996798,-53.9619125657964
27.9243186958083,78.6444282438179,-54.3574733454416
28.0588743560529,78.8875825079435,-54.8237635360183
28.2580866322592,79.5547205611392,-55.0673870625551
28.3262382004355,80.4825691430183,-55.5921818276038
28.622435400584,81.2304660131804,-56.3300380280461
28.9832892166951,82.5743980650791,-57.1517216784805
29.6272341621511,83.7137996348793,-58.0843020596321
30.484371192671,85.1920371106457,-59.3329817834583
31.2322909664981,85.8302073273207,-59.8245948495514
32.5105697388226,86.4271203222866,-60.9649974504728
32.957923622233,86.6983646097046,-61.3788954848042
33.5573079269593,86.7290880726805,-61.7753294670538
33.8936970775708,86.5324579096327,-61.715078487372
34.460753074316,86.5640591858369,-62.0879359993123
35.0714959737384,86.7194321271731,-62.6834601752898
35.8700925546705,86.9239626092717,-63.0109111518177
36.4642344310751,87.2232969199817,-63.565394805406
37.3772906970212,88.1880136574323,-64.6542784526855
39.2864083439986,90.4633055441227,-66.7901320222518
40.4170253852744,91.7580800552591,-68.0126156679562
40.7761317252784,92.3084689491461,-68.6168718699755
41.921602313465,93.004574838862,-69.6428849297627
42.1732388728842,93.181893110896,-69.8114130323484
43.3440478646221,93.8358639656735,-70.6496875322609
44.0159524277919,93.814796448205,-71.1107385072119
44.3427304598149,94.2194683462617,-71.4303306603024
45.3562666019175,94.9717542825629,-72.5174679023748
46.1653480394921,95.5555000791087,-73.0317842361737
46.6563888255801,96.0760433232472,-73.7137554699557
47.2645105108413,96.3543101164887,-74.3005476198941
47.9198140509939,96.9503452982253,-74.8253423849437
48.3287234600489,97.7386215768706,-75.5247776708065
48.6607439203935,98.4917853263996,-75.9858286457575
49.1526584445337,98.8841678392669,-76.5123698160141
49.2907090569934,99.6013412464517,-76.8730024914967
49.6043810182127,100.027080661978,-77.2703096763507
49.6900073474594,100.535334520926,-77.6248299336048
49.8070882466327,100.944395485123,-77.9260848320109
50.1688158007969,101.689658915601,-78.4648508387236
50.365406862843,102.329584758733,-78.9442390683607
50.9193567887851,103.038857846867,-79.6524063802653
51.3597207677681,103.842934763614,-80.4120926458099
52.1277365168266,104.554841291432,-80.9831671488737
52.7620703436937,105.496734884958,-81.9209867456511
53.6043538273029,106.150705739736,-82.5488194179788
54.3601372436119,106.630869575391,-83.3521658137279
54.9490366916962,107.110155597819,-83.7826546975366
55.6497746106324,107.452502756696,-84.5292429240208
56.1146032551137,108.006402903494,-85.0295880161548
56.6493309438783,108.094184226283,-85.2924219999813
57.1132858503061,108.206544319453,-85.7403749358709
57.5064679743978,108.250434980847,-85.9822520571997
57.8306247922596,108.219711517871,-86.1499069571819
58.256135224332,108.259213113126,-86.369080810804
58.3758373376663,108.34084974332,-86.4267121826733
58.5304889731428,108.393518536993,-86.6912925717088
58.8319286016126,108.368939766612,-86.8641866873149
59.2644289381137,108.377717898891,-87.010011522194
60.5025157599753,109.025544061074,-88.0194337325047
61.0145262593469,109.466206301474,-88.7887252266946
62.3574616476326,110.371231739428,-90.0426441661448
62.7707397469562,110.664421357544,-90.2661840327883
63.5308918535329,111.17706428263,-91.0284899061444
64.1486246573832,111.833668577092,-91.6650546045139
64.7051957974859,112.091745666092,-92.0029840122916
65.024110187027,112.490272871554,-92.3871931580834
65.4601054757418,112.941468870689,-92.7941055715828
66.0402675432892,113.899163102316,-93.4917944522376
66.7549852710827,114.818233551916,-94.4636689505724
67.3071877209177,115.574908554358,-95.1727094650805
68.1739358700261,116.711676684474,-96.1821316753912
69.1577649183082,117.722039709775,-97.0588270898807
69.9353917859562,118.49363753709,-98.0953185809176
70.6570994181775,119.456598648085,-98.8523852386506
71.2888120308839,120.222929596032,-99.7089969932467
71.760630579794,121.066508108034,-100.359532933281
72.1957521304557,121.518581920397,-100.879088482707
72.5347624952274,122.091793958209,-101.352364294115
72.9270708812651,122.180453094226,-101.584636186798
