SG1 [strain],SG2 [strain],SG3 [strain]
0,0,0
-0.000517210305588378,-0.0282295232541401,0.0225916676231463
0.158093950300554,0.0618278515453312,-0.136675261210712
0.0279293565417902,0.0150672915528958,0.0122046940032305
-0.123785666647109,-0.00138549807343225,0.0191293430830228
0.225331290122995,0.193450168560048,0.169740460566118
-0.0763747219002653,0.0185310367378406,0.0234572487574951
0.00379287558052965,0.0254585271072756,0.095300482958919
-0.132405838419345,-0.0481460580654129,0.0641395621005358
-0.047928155052432,0.0116035463684057,-0.0925306233270931
0.0296533908958736,0.0852081315415489,-0.0423269174998495
-0.195333092355213,-0.0879791276879587,-0.0336711061499955
0.0029308584030332,-0.131275942494995,-0.0942617855971548
-0.00827536490123748,0.0739509596915013,-0.0492515665796418
-0.11344146051988,-0.0775878921344884,-0.00770367210088807
-0.036721931748616,-0.0394866951037329,-0.0587729590638446
-0.0418940348122305,-0.0264976506614403,0.00874236946310702
-0.0858569108499978,-0.233456425440636,-0.159180370718786
-0.0798227906088869,-0.000519561777309718,-0.0336711061499955
0.00810296146619294,-0.0187042239963375,-0.0405957552297878
0.0494797859723803,0.0739509596915013,0.044231195996872
0.0994767822503491,0.0652915967298213,-0.0596385401986481
-0.0944770826222339,-0.0351570136226655,0.0182637619477646
-0.067754550128484,-0.0446823128804681,0.0191293430830228
0.122751246035023,-0.0697944654689309,-0.0786813251675085
-0.00396527901511945,0.00121231081493534,-0.00770367210088807
-0.0496521894069701,0.0384475715495682,0.0347098035117597
0.0813744215288352,0.101660921167877,0.0727953734503899
0.0141370817063944,-0.0611351025077056,-0.0933962044623513
-0.0177575538500605,0.0436431893263034,-0.0665631892779857
-0.00568931336874812,0.0159332278490183,0.0182637619477646
-0.0143094851414389,-0.0853813187995911,-0.0570417967933281
0.0287913737188319,0.154483035232715,0.113477686793431
0.0149990988834361,0.0401794441418133,-0.00337576642596105
-0.114303477697831,-0.0689285291732631,0.0329786412416979
0.00465489275711661,0.0618278515453312,0.044231195996872
0.0382735626681097,0.00727386488779302,-0.198131521792675
0.0736162669345504,-0.0221679691808276,0.045962358266479
-0.0315498286859111,0.0436431893263034,0.0295163167029386
0.0882705589465331,0.045375061917639,-0.103783178081358
-0.0832708593179632,-0.090576936576781,-0.0830092308428902
-0.047928155052432,-0.00484924325792235,0.0511558450766643
-0.101373220039022,-0.0853813187995911,0.0303818978372874
0.0374115454915227,-0.0126426699234798,-0.0120315777758151
-0.02810175997638,0.022860718218908,0.0476935205369955
-0.0953390997988208,-0.196221164706458,-0.1184980573762
-0.0703406016596091,-0.0749900832465755,-0.177357574553753
-0.0349978973945326,-0.0204360965885826,-0.0527138911193106
0.0537898718584984,0.118113710795114,0.12213349814283
-0.0858569108499978,-0.116555025460457,0.0329786412416979
-0.0556863096471716,-0.116555025460457,-0.114170151701273
0.0598239920982451,0.00207824711060312,-0.0778157440331597
-0.0332738630399945,0.139762118198178,0.145504188787072
0.105510902490096,0.0678894056186437,-0.0163594834511969
0.0296533908958736,0.00381011970375766,0.045962358266479
-0.00827536490123748,0.118113710795114,0.151563256732061
0.0382735626681097,-0.0273635869580175,-0.0656976081436369
0.0813744215288352,-0.0429504402886778,0.00960795059791053
-0.0987871685078971,-0.0481460580654129,-0.0379990118249225
0.00206884122553674,-0.0256317143657725,-0.0198218079908656
0.146025709819696,-0.00658111585062215,-0.083874811977239
-0.110855408988755,-0.0697944654689309,-0.103783178081358
-0.00482729619216116,-0.0464141854731679,-0.0379990118249225
-0.125509701001192,0.00813980118482505,0.0849135093403675
-0.130681804064807,-0.221333317294466,-0.0561762156594341
0.0486177687948839,-0.0472801217697452,-0.17043292547396
0.0279293565417902,0.0427772530297261,0.0667363055054011
0.130509400629307,-0.0308273321425077,-0.0336711061499955
0.0399975970231026,0.00207824711060312,-0.104648759216616
-0.0418940348122305,-0.0256317143657725,-0.0302087816098719
-0.051376223761963,-0.0923088091690261,-0.0951273667319583
-0.133267855596387,-0.0438163765848003,0.0762576979896039
0.100338799427391,-0.0135086062186929,0.0104735317331688
-0.0418940348122305,-0.0490119943615355,-0.0691599326837604
-0.000517210305588378,-0.00831298844241246,0.0277851544319674
0.051203820326009,-0.00744705214583519,0.0113391128679723
-0.0151715023184806,-0.00658111585062215,-0.0180906457208039
0.0994767822503491,-0.0594032299154605,-0.0959929478672166
0.0649960951623143,0.0341178900685009,-0.147927815964977
-0.0418940348122305,0.0133354189611055,0.0494246828066025
-0.0893049795586194,-0.0645988476921957,-0.0457892420395183
-0.0505142065840118,0.00207824711060312,0.0831823470693962
0.140853606756082,0.0834762589488491,-0.0587729590638446
-0.0384459661026995,-0.0420845039921005,-0.0276120382050067
0.0537898718584984,-0.0334251410308752,-0.0579073779290411
-0.00137922748308483,-0.0316932684390849,-0.0561762156594341
0.00810296146619294,0.0098716737770701,-0.0483859854434741
-0.0737886703686854,-0.049877930657658,-0.103783178081358
-0.0462041206978938,0.0263244634033981,-0.0717566760886257
-0.072064636014602,-0.143399050641165,-0.134078517805847
-0.0212056225591368,-0.0923088091690261,-0.14879339709978
-0.175506697279161,-0.119152834349734,-0.0379990118249225
-0.0548242924696751,0.0540344248797737,0.0485591016708895
0.0856845074149533,0.0384475715495682,0.0269195732976186
-0.00913738207782444,-0.0490119943615355,-0.0241497136648832
-0.00655133054669932,0.0297882085878882,0.0165325996777028
-0.0599963955337444,0.0116035463684057,0.0606772375608671
0.0382735626681097,-0.058537293619338,-0.0752190006282945
-0.0125854507869008,0.0280563359951884,-0.0293432004746137
-0.0332738630399945,-0.118286898053611,-0.0613697024687099
0.0443076829087659,-0.0671966565805633,-0.0319399438803885
-0.0806848077863833,0.00900573748049283,-0.00164460415589929
-0.0806848077863833,-0.0663307202844408,-0.0925306233270931
-0.182402834696859,-0.160717776564525,-0.223233374706524
0.0891325761235748,0.113784029314047,-0.0319399438803885
-0.312567428455623,-0.222199253591498,0.050290263941406
0.0149990988834361,-0.119152834349734,-0.114170151701273
0.0667201295163977,-0.135605623976062,-0.127153868726054
-0.129819786886856,-0.0741241469499982,-0.160045951854499
0.0796503871742971,0.102526857464454,-0.0622352836039681
-0.0134474679643972,-0.0368888862158201,-0.036267849554406
-0.102235237216519,-0.0550735484343932,-0.0180906457208039
-0.0625824470653242,0.0670234693211569,-0.0812780685732832
-0.120337597937578,-0.109627535091477,-0.114170151701273
-0.10568330592605,-0.14686279582611,-0.0942617855971548
-0.0918910310897445,-0.15552215878779,-0.128885030995207
-0.119475580760536,-0.0871131913922909,0.0139358562732923
-0.155680302203564,-0.0308273321425077,-0.0120315777758151
-0.131543821241848,-0.130410006199781,-0.0812780685732832
-0.0574103440017097,-0.0420845039921005,0.0234572487574951
0.0503418031489673,0.079146577469146,0.0295163167029386
