PT1 [Psi],PT2 [Psi],PT3 [Psi]
0,0,0
-0.0478987128851818,-0.0484063449672352,-0.0263606088323446
-0.0484788638361,-0.0444540666141051,-0.0319808211693644
-0.0482250477950733,-0.042749873195783,-0.0320170806037968
-0.0514521374595556,-0.042278500548162,-0.0296239579312593
-0.0470647458932369,-0.0647956093306736,-0.0342651655386047
-0.0484788638361,-0.0440914722697813,-0.0292976230213678
-0.0577975384852231,-0.0462670383357244,-0.031291891915149
16.1040113927589,0.0205590993231628,-0.0160991888879793
47.3109111935984,0.548568983527567,0.527973624769971
67.9794052304437,0.444576925575484,0.821094892721379
69.4855133584617,0.288262503737468,0.191159738327539
69.757495376139,0.171833459775077,0.154719006722991
69.8632641463783,0.107980595739645,0.118278275118443
69.9023880761309,0.0626563026991629,0.0966313927623085
69.9137372791082,0.0400666750477864,0.0995684069513317
69.9059052412708,0.0148301086828458,0.0898871379578847
69.8966590854905,0.00188549059048407,0.0621849300515418
69.8817201985044,-0.00971752842787943,0.0493128308280448
36.0827059489625,-0.0477174157130199,-0.0307117409642309
13.7792740135609,-0.0434750618844307,-0.0408643826052989
4.57826122917078,-0.0479349723196142,-0.0345915004484962
0.347546679034419,-0.0425323165891887,-0.039740340137895
-0.026686943742236,-0.0505819110331783,-0.0307480003986633
-0.0332499013744979,-0.0455055902126443,-0.0307480003986633
-0.0384712599327615,-0.0453968119093472,-0.0329960853334712
-0.0399941561789217,-0.0475361185408579,-0.0271583163898571
-0.0409369014741637,-0.0496754251723687,-0.0349903542272524
-0.0438013967943222,-0.0500017600822602,-0.0325609721202825
-0.03100181643969,-0.047826194016317,-0.0303128871854746
-0.0443090288763756,-0.0491677930903153,-0.0304216654887718
-0.0496029063035039,-0.0430762081056745,-0.0315094485217434
-0.0497842034756659,-0.0466658921144807,-0.0222270333070526
-0.0415170524250819,-0.0487326798771267,-0.0403567505232455
-0.0434388024499983,-0.0449616986961585,-0.0367308070800069
-0.0384712599327615,-0.0414082741217847,-0.0367308070800069
-0.0499655006478278,-0.0481887883606409,-0.0356792834814677
-0.0404292693921103,-0.0440189534009165,-0.0220457361348906
-0.0486601610082619,-0.0473910808031284,-0.0364407316045478
-0.0457231468192386,-0.0423510194170268,-0.0394865240968683
-0.0445265854829699,-0.0449254392617261,-0.0472097836309665
-0.0513796185906908,-0.0479712317540466,-0.033358679677795
-0.0530475525745806,-0.0491677930903153,-0.057217387534305
-0.0563834205423601,-0.0453968119093472,-0.0489139770492886
-0.0504731327298812,-0.0393777457935711,-0.0300228117100155
-0.058631505477168,-0.0526849582302567,-0.0369483636866012
-0.0434025430155659,-0.045940703425833,-0.0471372647621017
-0.0432937647122688,-0.0526849582302567,-0.0329960853334712
